	Geneid	CBS138_RPMI_DMSO_A	CBS138_RPMI_VORI_A	CBS138_RPMI_FLUC_A	CBS138_RPMI_DMSO_B	CBS138_RPMI_VORI_B	CBS138_RPMI_FLUC_B	CBS138_RPMI_DMSO_C	CBS138_RPMI_VORI_C	CBS138_RPMI_FLUC_C
393	CAGL0B04587g	805	1198	1240	1544	1362	1530	1061	316	4800
394	CAGL0B04609g	256	683	670	557	552	577	476	136	1900
395	CAGL0B04631g	560	2345	2085	1378	1705	2169	1057	333	6758
396	CAGL0B04675g	251	1073	992	455	736	950	203	594	2278
397	CAGL0B04697g	1454	2918	3044	2309	2502	3240	1616	997	13252
398	CAGL0B04719g	155	642	576	464	427	552	269	373	1980
399	CAGL0B04741g	196	662	609	401	449	618	309	113	2070
400	CAGL0B04763g	129	394	347	174	315	296	164	25	1284
401	CAGL0B04785g	7	13	3	12	11	15	3	9	64
402	CAGL0B04807g	2919	4875	5587	5532	5179	5901	4414	2811	19095
403	CAGL0B04829g	564	2420	2329	1163	1983	2423	843	1108	7534
404	CAGL0B04851g	1282	1861	1312	2943	1424	1790	2193	999	5382
405	CAGL0B04873g	132	189	157	241	147	118	150	103	447
406	CAGL0B04895g	208	591	584	440	440	594	351	10	1914
407	CAGL0B04917g	525	2462	2764	2282	2306	3831	1910	592	12398
408	CAGL0B04939g	470	634	929	862	688	1046	517	680	3552
409	CAGL0B04961g	1719	3053	2461	2807	2267	2193	1828	829	6678
410	CAGL0B04983g	790	3312	2821	1298	2299	2740	1026	976	9822
411	CAGL0B05049g	755	1832	1554	1238	1451	1708	1114	667	5831
412	CAGL0C00110g	2514	3561	3900	5677	6038	6369	4309	1418	20286
413	CAGL0C00209g	1	7	5	1	3	3	1	1	22
414	CAGL0C00231g	542	1619	1713	1134	1466	2453	917	1236	7177
415	CAGL0C00253g	250	1168	944	795	980	1138	549	363	3223
416	CAGL0C00275g	1235	12275	11712	5852	10002	12792	4920	3779	47765
417	CAGL0C00297g	1341	2223	2069	1987	1742	2178	1755	938	6075
418	CAGL0C00319g	1770	13484	15173	3589	13862	16584	2787	7181	59158
419	CAGL0C00341g	834	3087	3853	1785	3500	4022	1603	458	13195
420	CAGL0C00363g	72	138	197	55	190	171	112	27	864
421	CAGL0C00385g	1244	1672	2106	1716	1835	2273	1568	1265	7863
422	CAGL0C00407g	255	1084	1239	543	1052	1302	369	363	3475
423	CAGL0C00429g	620	2671	3217	1301	2274	3146	1071	881	10587
424	CAGL0C00451g	245	1548	1757	581	1289	1371	510	388	4789
425	CAGL0C00473g	966	2904	2515	2133	2556	3244	1387	2112	10100
426	CAGL0C00495g	593	2010	1361	949	1074	1364	743	915	4007
427	CAGL0C00517g	1044	2619	2703	2110	2952	3464	1337	1789	9065
428	CAGL0C00539g	2852	9202	8901	4279	9450	8616	2605	2328	30745
429	CAGL0C00561g	156	515	470	364	344	543	287	128	1457
430	CAGL0C00583g	468	1649	1118	1029	948	1231	614	375	3487
431	CAGL0C00605g	304	661	834	724	738	883	549	231	2968
432	CAGL0C00627g	231	832	725	540	651	872	326	385	3018
433	CAGL0C00649g	3949	18249	15081	11051	13913	19895	6781	7131	63925
434	CAGL0C00671g	1153	6415	4318	4026	4365	7071	1866	1527	16624
435	CAGL0C00693g	114	44	590	262	435	352	505	72	2272
436	CAGL0C00715g	497	987	651	824	713	603	587	306	1770
437	CAGL0C00737g	933	824	703	1378	784	654	876	230	3068
438	CAGL0C00759g	1191	1116	959	1936	1273	983	1354	659	3379
439	CAGL0C00781g	3	5	1	6	6	9	2	1	9
440	CAGL0C00847g	92	393	567	256	656	508	234	67	2345
441	CAGL0C00968g	369	543	1446	753	1047	1189	883	415	6988
442	CAGL0C01133g	4157	8660	8171	9494	7860	10395	5497	6323	34068
443	CAGL0C01155g	331	1233	1044	761	1148	1633	495	660	4705
444	CAGL0C01177g	616	1810	1341	989	1301	1520	786	766	4378
445	CAGL0C01199g	3580	9092	8228	6861	9342	12016	5278	15162	37102
446	CAGL0C01221g	2952	3315	4122	5382	4203	5512	3197	3325	18449
447	CAGL0C01243g	1992	3646	3925	4028	3645	5249	3278	1879	15069
448	CAGL0C01265g	1065	2276	2290	1880	1781	2416	1381	893	9394
449	CAGL0C01287g	752	828	910	961	786	679	789	312	2660
450	CAGL0C01309g	1093	2816	2111	1800	2280	2772	1079	1021	7713
451	CAGL0C01325g	3997	10028	12910	10002	13092	16256	7865	1218	55102
452	CAGL0C01331g	552	764	1125	889	888	886	842	491	4126
453	CAGL0C01353g	506	2055	2423	941	2384	2809	858	677	7527
454	CAGL0C01375g	1344	10749	11845	3141	10380	16056	1926	3607	50064
455	CAGL0C01397g	499	1140	1404	769	1250	1458	579	329	4952
456	CAGL0C01419g	33	5	36	30	16	13	36	28	39
457	CAGL0C01435g	585	1206	1075	896	1054	1323	576	257	2493
458	CAGL0C01441g	2667	2524	2537	4032	2667	3196	2427	1653	11990
459	CAGL0C01463g	317	940	634	575	660	722	379	287	2188
460	CAGL0C01485g	415	973	1113	549	998	988	591	426	4017
461	CAGL0C01507g	292	217	490	269	442	392	257	266	2032
462	CAGL0C01529g	2003	5736	4551	4247	4488	5897	2858	2360	14550
463	CAGL0C01551g	206	299	889	412	804	754	666	89	3699
464	CAGL0C01573g	8347	19395	13186	13417	13120	11922	9894	2679	36316
465	CAGL0C01595g	2276	7873	7187	5450	7288	11518	3968	3565	25235
466	CAGL0C01617g	17	7	16	49	13	18	29	10	86
467	CAGL0C01639g	1738	1615	925	3144	1383	1186	1935	554	3358
468	CAGL0C01661g	459	1301	1283	1015	1203	1448	791	520	4679
469	CAGL0C01683g	1644	2527	3528	2482	2991	3431	2652	1742	12866
470	CAGL0C01705g	2069	5496	6715	6256	5964	6997	6063	1527	27174
471	CAGL0C01727g	473	1028	1230	858	869	1110	780	254	2892
472	CAGL0C01749g	323	422	331	1098	387	452	934	69	1076
473	CAGL0C01771g	92	256	993	273	941	1141	499	61	4104
474	CAGL0C01793g	656	1090	2669	2062	2104	1823	2466	95	9798
475	CAGL0C01815g	1633	10621	5987	4000	6195	9315	2382	5659	21032
476	CAGL0C01837g	270	949	620	416	621	1008	267	572	2278
477	CAGL0C01859g	453	2524	1728	943	1554	2361	678	1090	6419
478	CAGL0C01881g	1177	3823	3330	2073	3020	4154	1741	924	13205
479	CAGL0C01903g	313	662	494	512	466	601	343	255	2182
480	CAGL0C01919g	11	32	27	9	31	10	19	1	92
481	CAGL0C01925g	701	888	949	1305	865	950	992	692	3735
482	CAGL0C01947g	5496	7444	8249	7879	6545	8428	5151	4127	32809
483	CAGL0C01969g	487	1112	1436	914	1267	1679	702	665	5270
484	CAGL0C01991g	206	451	397	236	381	415	142	104	1241
485	CAGL0C02013g	2172	7052	5883	4880	5976	8384	3087	2905	22555
486	CAGL0C02035g	2002	3619	4956	3174	4455	4909	2864	839	19699
487	CAGL0C02057g	32	94	134	251	92	187	231	19	573
488	CAGL0C02079g	374	1327	1252	904	1126	1547	495	389	5056
489	CAGL0C02101g	503	2017	1591	986	1556	1676	654	1020	5185
490	CAGL0C02123g	792	2252	1767	1178	1590	1705	958	624	5490
491	CAGL0C02145g	705	1650	1781	1123	1259	1365	1085	428	5932
492	CAGL0C02167g	683	3273	2588	1584	2516	3416	1162	1041	10312
493	CAGL0C02189g	17878	14018	32285	34409	32511	34236	24837	7794	136978
494	CAGL0C02211g	570	196	277	898	182	202	892	27	878
495	CAGL0C02233g	863	3456	8718	2311	4730	5750	1963	358	33453
496	CAGL0C02255g	3	68	28	24	45	60	21	7	202
497	CAGL0C02277g	316	374	491	740	564	508	630	59	1882
498	CAGL0C02299g	25	6	32	48	41	21	49	1	214
499	CAGL0C02321g	77	242	1122	147	975	918	287	26	4837
500	CAGL0C02343g	2879	1881	3557	3263	3078	2438	3819	589	15763
501	CAGL0C02365g	141	303	421	92	321	529	57	86	1154
502	CAGL0C02387g	797	956	1673	1130	1499	1853	883	606	7363
503	CAGL0C02409g	399	1257	1170	906	1095	1279	672	556	4417
504	CAGL0C02431g	336	762	602	627	567	634	524	83	1659
505	CAGL0C02453g	2352	9079	7973	4663	7029	8405	3567	2366	20824
506	CAGL0C02475g	2569	4455	5273	6005	4507	6381	3631	1801	17382
507	CAGL0C02497g	458	719	625	855	420	707	608	243	1990
508	CAGL0C02519g	897	1239	692	2216	870	1062	1377	348	2655
509	CAGL0C02541g	3485	4659	7333	7385	7541	9162	4652	5696	31036
510	CAGL0C02563g	1062	2173	2502	1888	1986	2539	1583	1171	8894
511	CAGL0C02585g	517	944	764	684	740	674	582	239	2847
512	CAGL0C02607g	343	1151	1025	693	972	1166	485	509	3821
513	CAGL0C02623g	5329	9670	12455	9883	11565	13215	9324	5371	40362
514	CAGL0C02629g	1	1	1	3	2	5	1	1	5
515	CAGL0C02651g	532	3640	2334	1109	2132	2852	754	1028	7137
516	CAGL0C02673g	262	1424	1121	541	926	1217	551	481	3889
517	CAGL0C02695g	148	379	439	235	413	352	298	62	1457
518	CAGL0C02717g	53	156	151	99	143	166	78	21	643
519	CAGL0C02739g	695	3554	4854	2765	4878	6401	2579	1115	21309
520	CAGL0C02761g	2513	5811	4540	4519	3682	5262	3062	3401	15560
521	CAGL0C02783g	1	1	1	1	1	1	1	12	1
522	CAGL0C02805g	1119	2382	1754	2066	1997	2561	1080	1627	7908
523	CAGL0C02827g	525	607	662	1273	624	728	737	345	1738
524	CAGL0C02849g	693	1789	1971	1614	1740	1716	1311	293	5909
525	CAGL0C02871g	151	358	339	211	291	339	161	59	914
526	CAGL0C02893g	558	591	1023	649	876	947	544	236	3768
527	CAGL0C02937g	123	177	222	172	189	187	151	100	741
528	CAGL0C02959g	1592	2182	4921	2690	4201	5110	2622	494	19700
529	CAGL0C02981g	706	2011	1643	1556	1672	2084	780	1597	6127
530	CAGL0C03003g	865	1607	1313	1580	1267	1469	941	914	4226
531	CAGL0C03025g	636	1913	1355	1307	1006	1131	821	879	3499
532	CAGL0C03047g	1662	3637	3356	3213	3466	4544	1970	2078	11805
533	CAGL0C03069g	1928	2730	2918	1734	2956	3616	1331	2404	10307
534	CAGL0C03113g	1417	6598	7861	3786	7689	9614	2193	1653	35003
535	CAGL0C03135g	339	517	710	711	607	918	597	230	2600
536	CAGL0C03179g	1319	3214	3526	2089	3204	3383	1805	600	10745
537	CAGL0C03201g	1340	4279	4616	3299	4636	6773	2350	6804	16953
538	CAGL0C03223g	800	876	1235	2043	1445	1775	1601	348	4854
539	CAGL0C03245g	731	3040	2904	1425	2883	4708	929	5685	16390
540	CAGL0C03267g	1694	7201	6247	2902	7966	7954	1950	1191	23464
541	CAGL0C03289g	673	614	1375	1405	1638	1550	806	148	7399
542	CAGL0C03311g	96	218	183	48	176	189	57	31	701
543	CAGL0C03333g	1172	3682	3509	1449	2504	3534	975	1887	10200
544	CAGL0C03355g	34	13	21	26	34	7	33	31	98
545	CAGL0C03369g	3975	2150	3199	6397	3609	2930	4336	944	14811
546	CAGL0C03399g	1052	4476	3100	2127	2993	3807	1403	1716	9215
547	CAGL0C03421g	2005	3195	3546	4145	3268	4310	2160	1928	14705
548	CAGL0C03443g	4837	20900	13144	9048	15869	12321	6051	5036	50518
549	CAGL0C03465g	675	3640	3100	1593	2679	3828	1337	1088	11336
550	CAGL0C03487g	250	734	870	416	568	758	372	109	2179
551	CAGL0C03509g	344	1202	2472	693	2272	2535	645	224	10770
552	CAGL0C03531g	1773	2966	1656	3205	1900	2191	1580	1033	5956
553	CAGL0C03553g	456	2056	1680	962	1732	2153	567	417	5765
554	CAGL0C03575g	1	1	1	1	2	1	1	1	5
555	CAGL0C03597g	4430	12585	14612	11875	13679	17786	7550	16704	75540
556	CAGL0C03608g	1733	4065	4823	2929	3871	3641	2793	321	15616
557	CAGL0C03630g	560	1478	1898	895	1454	1406	767	167	5272
558	CAGL0C03652g	863	1982	1797	1451	1717	2052	1124	1312	6552
559	CAGL0C03674g	186	647	459	188	387	463	265	158	1291
560	CAGL0C03696g	781	1719	1547	1556	1424	2310	1089	1020	5885
561	CAGL0C03740g	151	144	158	435	161	139	294	57	612
562	CAGL0C03762g	404	2117	1547	796	1336	1826	588	1037	4896
563	CAGL0C03784g	3058	6474	5438	5001	4823	5917	3697	3624	16968
564	CAGL0C03828g	23	15	41	29	26	29	9	1	71
565	CAGL0C03850g	867	2504	2643	2608	2021	2587	2317	477	7336
566	CAGL0C03872g	508	2944	1520	465	2525	2112	321	1538	7737
567	CAGL0C03894g	1036	5959	3619	2518	3616	5059	1198	2442	14567
568	CAGL0C03916g	46	99	136	57	84	100	53	88	438
569	CAGL0C03938g	11	128	162	37	115	181	1	38	602
570	CAGL0C03960g	13	220	119	41	125	178	13	35	640
571	CAGL0C03982g	35	197	123	78	126	169	47	15	480
572	CAGL0C04004g	92	516	453	117	319	475	177	341	1376
573	CAGL0C04026g	361	1020	1110	438	687	1150	439	193	2926
574	CAGL0C04048g	1449	2890	3408	2186	2738	3173	1811	925	8736
575	CAGL0C04092g	845	2826	2881	1893	2796	4182	1845	5943	10565
576	CAGL0C04114g	46362	74249	96662	89770	89676	104675	79804	115191	238507
577	CAGL0C04136g	10327	9257	25073	24670	22425	26031	23338	3497	122299
578	CAGL0C04169g	452	370	521	635	485	575	485	83	1744
579	CAGL0C04191g	446	2378	2976	1228	2901	3675	956	1464	12781
580	CAGL0C04213g	8	21	9	14	8	15	11	1	38
581	CAGL0C04235g	431	647	781	576	789	698	433	206	3520
582	CAGL0C04257g	533	1198	1150	700	1071	917	730	111	3379
583	CAGL0C04279g	596	652	765	1085	735	895	715	265	2889
584	CAGL0C04301g	3531	4503	5869	4412	4586	4857	4606	1549	17878
585	CAGL0C04323g	90	634	876	221	505	1014	263	130	2737
586	CAGL0C04367g	3374	7526	5547	6045	5727	6797	4036	3683	18954
587	CAGL0C04389g	15113	10999	33294	32885	24706	21664	43568	3821	155138
588	CAGL0C04411g	10989	14525	23342	24744	18151	18484	23267	3248	82725
589	CAGL0C04433g	975	2128	2249	2126	2370	2672	1643	952	8831
590	CAGL0C04455g	5674	16277	13578	16238	15557	19734	10491	8333	48678
591	CAGL0C04477g	2291	3765	4871	3781	4422	5863	2537	3782	19637
592	CAGL0C04499g	1164	4143	4197	2128	3810	4822	1881	1647	13238
593	CAGL0C04543g	863	3605	2908	2525	2560	3716	1694	1569	11005
594	CAGL0C04565g	146	134	168	173	174	111	238	21	391
595	CAGL0C04587g	5628	12481	13769	19987	12337	20044	14993	7247	51530
596	CAGL0C04609g	1282	8929	7329	4446	6947	9207	2997	5531	25097
597	CAGL0C04631g	291	1063	883	498	918	1054	311	348	2854
598	CAGL0C04697g	772	1985	1485	1281	1191	1545	957	567	4035
599	CAGL0C04719g	540	1820	1289	865	1455	1697	592	496	5319
600	CAGL0C04741g	2742	7721	4440	2058	4124	5676	892	2564	12308
601	CAGL0C04763g	226	4616	3065	544	2752	3871	350	1398	10316
602	CAGL0C04785g	155	179	106	290	131	190	168	166	406
603	CAGL0C04807g	1489	2376	2399	2291	1940	2881	1761	1892	8519
604	CAGL0C04829g	211	509	693	632	527	863	520	222	2642
605	CAGL0C04851g	254	468	384	418	322	520	444	109	1379
606	CAGL0C04873g	1418	8963	7383	2289	8065	10684	1707	6320	26080
607	CAGL0C04895g	252	1072	1121	597	794	1304	516	510	3760
608	CAGL0C04917g	19	29	27	77	44	23	77	46	194
609	CAGL0C04933g	5	7	27	15	13	6	4	1	85
610	CAGL0C04939g	34	63	51	25	37	59	15	23	142
611	CAGL0C04961g	1351	5376	4587	3010	4307	6212	2071	7467	19803
612	CAGL0C04983g	4010	5418	5967	5676	4977	6011	3812	6073	23498
613	CAGL0C05005g	596	911	1374	717	1100	1208	686	356	6191
614	CAGL0C05027g	574	5338	7815	2408	7023	12776	1757	4103	33324
615	CAGL0C05049g	646	2882	2392	1320	2356	3108	1005	584	9227
616	CAGL0C05071g	515	1220	1111	705	882	1313	480	597	3442
617	CAGL0C05093g	1198	3881	3418	3126	3294	4057	2016	1368	13351
618	CAGL0C05115g	301	200	805	1703	720	450	1685	19	4107
619	CAGL0C05137g	8426	30067	25550	17649	23424	23201	13690	6954	86658
620	CAGL0C05159g	770	1999	2247	1339	1691	2224	942	564	8296
621	CAGL0C05181g	842	769	1030	1125	912	903	907	121	3726
622	CAGL0C05203g	335	1647	1343	796	1135	1442	561	450	4065
623	CAGL0C05225g	405	1273	1281	777	923	1473	638	1036	3988
624	CAGL0C05247g	1000	4407	3487	2526	3100	4201	1679	2821	13347
625	CAGL0C05269g	456	1607	2142	1102	1861	2689	794	357	8192
626	CAGL0C05291g	219	331	579	247	372	456	278	83	1829
627	CAGL0C05313g	1414	2997	2496	1867	2056	2199	1592	1160	6570
628	CAGL0C05335g	2	3	5	7	1	11	20	13	13
629	CAGL0C05357g	3824	6222	6496	7896	6664	8875	5189	7175	23507
630	CAGL0C05379g	36711	31489	32708	32295	27422	30640	18817	19912	113987
631	CAGL0C05401g	1	1	9	1	1	1	1	1	3
632	CAGL0C05423g	609	1458	1863	962	1462	1904	767	557	7013
633	CAGL0C05445g	814	1598	1014	1057	1034	1374	630	400	3246
634	CAGL0C05461g	1695	4378	4728	3415	3764	4226	2761	1296	14847
635	CAGL0C05467g	3	6	5	3	5	8	10	1	63
636	CAGL0C05489g	269	1427	1727	560	1042	1460	638	664	5710
637	CAGL0C05511g	1976	4485	5295	4608	4862	5927	3611	1314	19697
638	CAGL0C05533g	335	5438	3616	764	3574	4329	508	1101	12540
639	CAGL0C05555g	510	1586	2095	702	1820	2024	544	583	8142
640	CAGL0C05577g	123	514	409	154	384	423	140	149	1609
641	CAGL0C05599g	737	1724	1754	1237	1488	1766	1232	446	5548
642	CAGL0D00154g	7	52	78	43	135	242	36	5	424
643	CAGL0D00176g	30088	59973	58791	53362	57920	61178	36613	35048	285075
644	CAGL0D00198g	390	825	830	388	720	873	203	234	3130
645	CAGL0D00220g	1065	494	539	1344	868	641	1147	363	2902
646	CAGL0D00242g	608	1266	1428	1181	1382	1612	793	585	5520
647	CAGL0D00264g	153	698	630	254	517	562	191	127	1719
648	CAGL0D00286g	6158	8430	12895	13600	13877	16075	11479	5495	65288
649	CAGL0D00330g	446	943	691	710	635	705	518	75	2257
650	CAGL0D00352g	96	396	467	206	397	600	223	137	1570
651	CAGL0D00374g	7	1	3	2	10	5	7	1	3
652	CAGL0D00396g	1	1	1	1	1	1	1	1	3
653	CAGL0D00418g	983	994	2025	1518	1473	1723	1565	286	8217
654	CAGL0D00440g	364	622	986	567	710	768	571	48	3287
655	CAGL0D00462g	399	284	393	614	335	346	437	29	1788
656	CAGL0D00484g	3409	9653	7028	4952	6754	7370	2902	3134	24219
657	CAGL0D00506g	546	1034	1067	1052	1035	1170	700	411	3649
658	CAGL0D00528g	13146	39160	32466	16839	27375	38159	11988	14927	107793
659	CAGL0D00550g	4385	2622	3239	5932	3204	3102	3652	1154	14429
660	CAGL0D00572g	138	382	417	220	339	295	180	144	1119
661	CAGL0D00594g	1870	3980	3734	3131	3692	5384	2177	3297	13147
662	CAGL0D00616g	54256	49103	55173	57736	44994	43597	39350	10250	199240
663	CAGL0D00638g	1226	2548	2040	1899	1963	2149	1371	1048	6821
664	CAGL0D00660g	532	2105	2059	902	1764	2175	748	613	7072
665	CAGL0D00682g	653	1264	1251	1103	1373	1182	861	506	5062
666	CAGL0D00704g	806	4952	3426	2135	3252	4113	1783	2077	9932
667	CAGL0D00726g	156	311	307	173	179	233	185	357	683
668	CAGL0D00748g	2332	4276	6166	4898	6226	7464	3903	886	22723
669	CAGL0D00770g	3472	11280	9755	8489	9570	10367	7031	2612	32109
670	CAGL0D00792g	378	1682	1137	600	1000	1143	429	465	3461
671	CAGL0D00814g	549	1451	1282	799	846	906	772	261	4088
672	CAGL0D00836g	1220	860	1583	2066	2119	1604	1687	367	8033
673	CAGL0D00858g	27045	19599	35996	22945	25402	21066	21501	3258	109793
674	CAGL0D00880g	1406	1154	985	2562	1182	1032	1451	729	5270
675	CAGL0D00902g	173	1014	843	363	846	1104	278	249	2793
676	CAGL0D00924g	1671	2837	4026	2734	3534	4532	2098	1686	13564
677	CAGL0D00946g	75	763	627	159	477	515	78	135	1856
678	CAGL0D00990g	70	602	525	289	407	511	141	132	1630
679	CAGL0D01012g	1360	3699	2683	3125	2485	3939	2304	1733	8818
680	CAGL0D01034g	7451	7753	11798	12882	10333	12555	10032	3829	45491
681	CAGL0D01056g	268	1421	1015	508	822	1135	404	236	3017
682	CAGL0D01078g	1954	5557	6745	3618	5811	7028	2663	1533	25643
683	CAGL0D01100g	1014	5236	4597	2422	4638	6550	1316	3072	21079
684	CAGL0D01122g	923	2725	2192	1523	1786	2304	1240	1119	7233
685	CAGL0D01144g	789	2394	1941	1381	1627	2151	1362	779	6605
686	CAGL0D01166g	240	437	418	340	407	446	281	69	1556
687	CAGL0D01188g	80559	88799	84848	125435	91136	95215	82490	39228	267717
688	CAGL0D01210g	303	804	714	596	817	910	367	163	3334
689	CAGL0D01232g	686	2511	2093	1541	1747	2912	927	1328	6601
690	CAGL0D01254g	5	28	11	21	20	30	20	1	155
691	CAGL0D01265g	2916	5698	21740	31018	5071	31193	21930	453	25552
692	CAGL0D01276g	1601	9042	6125	3330	6262	8317	1774	3787	20065
693	CAGL0D01298g	18084	68946	66243	52625	62521	76656	47946	19424	299346
694	CAGL0D01320g	201	688	999	403	744	808	513	19	3426
695	CAGL0D01342g	520	984	1879	817	1343	1379	845	240	6558
696	CAGL0D01364g	2294	3075	5878	3742	5317	5939	3623	1859	20116
697	CAGL0D01386g	583	1209	2148	1273	1954	2266	959	228	11134
698	CAGL0D01408g	5419	9641	8908	6872	8260	8904	5458	2515	26639
699	CAGL0D01430g	153	536	437	169	403	483	155	262	1336
700	CAGL0D01452g	4285	4884	13513	8780	11123	11110	9420	2171	49556
701	CAGL0D01474g	54	2912	2332	283	2059	2637	186	533	8397
702	CAGL0D01496g	1816	9268	6935	5156	7833	12292	3706	8526	30564
703	CAGL0D01518g	1	1	1	3	1	1	1	1	1
704	CAGL0D01540g	4994	16134	13670	10657	13929	17589	6908	6194	59533
705	CAGL0D01562g	2317	1827	1802	1805	1420	1437	1190	893	5046
706	CAGL0D01584g	154	354	621	197	510	492	359	20	2617
707	CAGL0D01606g	1052	1628	1758	1223	1861	1971	1137	248	7047
708	CAGL0D01628g	125	269	293	174	259	339	166	122	1031
709	CAGL0D01650g	289	604	749	448	616	703	360	156	2077
710	CAGL0D01672g	353	1353	1726	971	1456	1714	647	97	6622
711	CAGL0D01694g	1	7	11	7	1	7	1	1	12
712	CAGL0D01716g	1152	1721	1810	2424	1295	1423	2820	189	4057
713	CAGL0D01738g	1115	2939	2847	1812	2313	2992	1219	1789	11682
714	CAGL0D01760g	1134	3468	3501	1889	2920	3875	1373	2952	10613
715	CAGL0D01782g	431	1490	1581	726	1419	1941	786	613	6538
716	CAGL0D01804g	727	2122	1654	1161	1676	2076	947	722	5168
717	CAGL0D01826g	12002	10233	17663	21026	17300	23185	12354	11173	87991
718	CAGL0D01892g	2208	8846	5671	5045	5898	7705	3384	1729	29156
719	CAGL0D01914g	1936	7001	6934	4170	7217	9800	3183	5548	24609
720	CAGL0D01936g	768	2107	2866	1156	2413	2785	1217	1257	9983
721	CAGL0D01958g	14311	20859	15930	22012	18832	23147	11909	22060	76891
722	CAGL0D01980g	614	2129	1967	1116	2045	2337	988	1227	6669
723	CAGL0D02002g	690	764	857	853	856	1146	716	281	3048
724	CAGL0D02018g	1953	2959	2648	3814	2836	3588	2957	3259	9753
725	CAGL0D02024g	1397	2825	2343	2092	2095	2619	1471	1077	6116
726	CAGL0D02046g	1096	1383	1803	1052	1464	1634	993	643	5640
727	CAGL0D02068g	1395	2874	3236	2076	2941	3579	1822	2823	12816
728	CAGL0D02090g	30319	21458	23413	20643	18036	19532	12815	6029	66866
729	CAGL0D02112g	533	1013	1253	1213	1208	1626	709	524	5048
730	CAGL0D02134g	114	444	439	271	431	469	195	225	1866
731	CAGL0D02150g	767	2276	1796	981	1675	2362	707	1921	6280
732	CAGL0D02156g	2094	3779	4256	3775	4250	5468	2840	2848	16815
733	CAGL0D02178g	557	789	903	672	746	723	634	143	3363
734	CAGL0D02200g	298	618	669	404	575	522	323	104	1879
735	CAGL0D02222g	287	757	553	420	615	688	340	272	2263
736	CAGL0D02244g	3	1	4	1	16	4	1	20	15
737	CAGL0D02266g	415	1608	1563	610	1351	1522	435	310	5174
738	CAGL0D02288g	494	1473	1018	956	1143	1186	656	470	3004
739	CAGL0D02310g	365	449	646	382	436	497	469	139	2747
740	CAGL0D02332g	701	1717	1298	1177	1317	1506	809	840	4478
741	CAGL0D02354g	245	479	400	477	346	401	267	141	1255
742	CAGL0D02376g	213	427	425	283	307	432	227	60	1154
743	CAGL0D02398g	445	1956	1375	835	977	1408	650	544	3882
744	CAGL0D02420g	130	479	390	162	354	482	172	117	1349
745	CAGL0D02442g	1270	4364	5832	2893	4798	5762	2840	1291	21271
746	CAGL0D02464g	172	1198	1094	471	933	1217	334	303	3468
747	CAGL0D02486g	303	610	900	486	845	723	602	271	4209
748	CAGL0D02508g	510	1092	1220	930	1069	1340	729	746	5330
749	CAGL0D02530g	1801	1517	1861	3662	1596	1541	3067	397	5648
750	CAGL0D02552g	137	358	319	232	303	456	181	312	1315
751	CAGL0D02574g	241	880	931	563	710	1051	441	55	2873
752	CAGL0D02596g	272	404	572	401	425	395	294	122	1053
753	CAGL0D02618g	2052	9680	7967	5164	7779	10369	3852	6697	31915
754	CAGL0D02640g	23	98	100	17	116	78	35	21	487
755	CAGL0D02662g	31	138	116	42	142	103	40	5	693
756	CAGL0D02684g	424	1066	1338	734	976	994	616	323	4476
757	CAGL0D02706g	838	1143	765	1123	897	785	861	221	2642
758	CAGL0D02728g	319	1187	1147	590	1105	1008	316	339	3653
759	CAGL0D02750g	27	48	16	58	69	44	38	53	82
760	CAGL0D02772g	1648	3718	3386	3115	3595	3987	2259	2756	12480
761	CAGL0D02794g	83	15	128	165	125	138	163	137	382
762	CAGL0D02816g	199	363	367	340	228	218	261	176	1180
763	CAGL0D02838g	1039	700	667	1635	766	759	974	352	2635
764	CAGL0D02860g	230	235	249	612	253	271	450	60	917
765	CAGL0D02882g	1137	4024	3515	2101	3476	5348	1816	2220	12840
766	CAGL0D02904g	378	338	498	639	540	554	416	145	2053
767	CAGL0D02926g	1076	2714	1851	2341	2338	2874	1581	2166	7662
768	CAGL0D02948g	8660	27229	32301	15413	25920	32172	14187	6535	103048
769	CAGL0D02970g	218	489	345	472	282	305	249	311	1203
770	CAGL0D02992g	455	841	748	632	816	865	606	256	2682
771	CAGL0D03014g	3236	9154	5939	7093	6154	8110	4092	5544	24301
772	CAGL0D03036g	599	1335	1988	1407	1561	2227	1244	642	10822
773	CAGL0D03058g	1980	4679	5401	3507	5477	5946	2630	1102	20273
774	CAGL0D03080g	390	820	755	659	696	724	528	601	2694
775	CAGL0D03102g	479	1376	1613	1092	1558	1984	945	677	8095
776	CAGL0D03124g	2186	1237	1717	2937	1946	1576	2372	782	6282
